iter	Passed	Remaining
859	26976	51444
860	27012	51421
861	27041	51385
862	27068	51345
863	27096	51306
864	27127	51274
865	27155	51238
866	27188	51209
867	27217	51174
868	27248	51141
869	27276	51104
870	27310	51077
871	27348	51059
872	27375	51019
873	27407	50988
874	27437	50955
875	27468	50922
876	27496	50886
877	27529	50857
878	27559	50824
879	27591	50792
880	27623	50762
881	27652	50728
882	27681	50692
883	27708	50651
884	27739	50620
885	27771	50589
886	27801	50557
887	27831	50522
888	27864	50494
889	27895	50461
890	27927	50432
891	27958	50401
892	27989	50369
893	28017	50330
894	28046	50295
895	28078	50265
896	28110	50234
897	28137	50195
898	28170	50168
899	28199	50132
900	28231	50101
901	28259	50064
902	28287	50026
903	28316	49993
904	28343	49952
905	28373	49919
906	28409	49895
907	28438	49860
908	28464	49819
909	28500	49798
910	28529	49761
911	28557	49725
912	28588	49692
913	28616	49656
914	28646	49623
915	28673	49583
916	28700	49545
917	28729	49510
918	28759	49476
919	28792	49447
920	28823	49416
921	28855	49385
922	28887	49355
923	28920	49327
924	28950	49293
925	28980	49259
926	29009	49225
927	29042	49197
928	29072	49164
929	29105	49135
930	29138	49107
931	29169	49074
932	29198	49038
933	29224	48999
934	29255	48967
935	29283	48931
936	29313	48897
937	29343	48863
938	29372	48829
939	29405	48800
940	29439	48774
941	29470	48741
942	29501	48710
943	29530	48675
944	29559	48640
945	29590	48609
946	29618	48572
947	29646	48535
948	29677	48502
949	29709	48474
950	29742	48444
951	29774	48414
952	29806	48384
953	29841	48359
954	29871	48325
955	29899	48290
956	29926	48252
957	29953	48213
958	29984	48181
959	30015	48149
960	30044	48114
961	30076	48084
962	30107	48053
963	30136	48017
964	30163	47980
965	30192	47946
966	30218	47906
967	30248	47873
968	30276	47835
969	30303	47798
970	30330	47760
971	30360	47727
972	30390	47693
973	30419	47659
974	30445	47619
975	30474	47585
976	30506	47555
977	30533	47517
978	30576	47504
979	30603	47466
980	30635	47436
981	30669	47409
982	30695	47370
983	30722	47332
984	30768	47323
985	30799	47292
986	30830	47261
987	30860	47228
988	30890	47194
989	30921	47162
990	30950	47127
991	30979	47094
992	31036	47102
993	31064	47066
994	31090	47026
995	31121	46995
996	31151	46961
997	31183	46932
998	31213	46898
999	31239	46859
1000	31270	46827
1001	31298	46791
1002	31326	46755
1003	31358	46725
1004	31386	46689
1005	31416	46656
1006	31446	46622
1007	31473	46586
1008	31506	46557
1009	31531	46517
1010	31559	46480
1011	31588	46445
1012	31615	46408
1013	31647	46378
1014	31681	46352
1015	31709	46315
1016	31753	46303
1017	31781	46267
1018	31810	46233
1019	31837	46195
1020	31867	46162
1021	31897	46130
1022	31924	46091
1023	31950	46053
1024	31980	46021
1025	32011	45989
1026	32038	45952
1027	32080	45936
1028	32109	45902
1029	32137	45865
1030	32169	45835
1031	32204	45810
1032	32232	45774
1033	32263	45743
1034	32289	45705
1035	32321	45675
1036	32354	45645
1037	32385	45614
1038	32413	45578
1039	32442	45544
1040	32488	45533
1041	32519	45502
1042	32549	45469
1043	32576	45432
1044	32603	45395
1045	32633	45362
1046	32665	45331
1047	32692	45295
1048	32718	45257
1049	32752	45229
1050	32779	45192
1051	32812	45164
1052	32870	45169
1053	32900	45136
1054	32929	45102
1055	32956	45066
1056	32986	45032
1057	33017	45001
1058	33044	44964
1059	33075	44933
1060	33105	44900
1061	33134	44866
1062	33164	44832
1063	33191	44796
1064	33223	44765
1065	33252	44731
1066	33283	44700
1067	33314	44669
1068	33345	44637
1069	33384	44616
1070	33417	44587
1071	33450	44559
1072	33479	44524
1073	33512	44495
1074	33542	44462
1075	33573	44431
1076	33601	44396
1077	33630	44362
1078	33665	44336
1079	33692	44300
1080	33722	44266
1081	33756	44238
1082	33788	44209
1083	33816	44173
1084	33845	44139
1085	33874	44105
1086	33905	44073
1087	33935	44040
1088	33964	44006
1089	34001	43982
1090	34028	43946
1091	34056	43911
1092	34084	43876
1093	34112	43841
1094	34139	43804
1095	34171	43774
1096	34198	43737
1097	34228	43705
1098	34257	43671
1099	34287	43638
1100	34319	43608
1101	34348	43574
1102	34381	43545
1103	34414	43516
1104	34443	43482
1105	34472	43448
1106	34500	43413
1107	34527	43377
1108	34556	43343
1109	34589	43314
1110	34629	43294
1111	34654	43255
1112	34685	43224
1113	34714	43190
1114	34742	43156
1115	34774	43125
1116	34803	43091
1117	34851	43081
1118	34881	43048
1119	34907	43010
1120	34936	42976
1121	34967	42945
1122	34997	42912
1123	35027	42881
1124	35060	42851
1125	35093	42822
1126	35124	42791
1127	35156	42761
1128	35182	42723
1129	35213	42692
1130	35242	42658
1131	35274	42628
1132	35302	42593
1133	35332	42561
1134	35363	42529
1135	35391	42494
1136	35423	42465
1137	35457	42436
1138	35487	42403
1139	35514	42368
1140	35545	42336
1141	35577	42306
1142	35609	42276
1143	35637	42241
1144	35665	42207
1145	35695	42174
1146	35723	42138
1147	35753	42107
1148	35782	42073
1149	35810	42038
1150	35839	42004
1151	35867	41970
1152	35896	41935
1153	35940	41919
1154	35969	41886
1155	36002	41857
1156	36036	41829
1157	36062	41792
1158	36095	41763
1159	36128	41734
1160	36162	41707
1161	36189	41671
1162	36220	41639
1163	36250	41607
1164	36277	41571
1165	36304	41535
1166	36334	41503
1167	36361	41467
1168	36388	41430
1169	36415	41395
1170	36445	41362
1171	36471	41326
1172	36497	41289
1173	36528	41257
1174	36560	41227
1175	36587	41192
1176	36622	41165
1177	36655	41135
1178	36683	41101
1179	36716	41072
1180	36748	41042
1181	36777	41009
1182	36811	40981
1183	36840	40947
1184	36871	40916
1185	36900	40883
1186	36928	40848
1187	36976	40835
1188	37007	40804
1189	37035	40769
1190	37061	40733
1191	37090	40700
1192	37119	40666
1193	37150	40635
1194	37176	40598
1195	37209	40569
1196	37237	40535
1197	37267	40503
1198	37303	40476
1199	37333	40444
1200	37369	40419
1201	37401	40388
1202	37428	40353
1203	37457	40319
1204	37487	40287
1205	37519	40257
1206	37550	40225
1207	37584	40197
1208	37612	40163
1209	37643	40132
1210	37673	40100
1211	37722	40088
1212	37750	40053
1213	37779	40020
1214	37808	39986
1215	37840	39956
1216	37876	39930
1217	37902	39893
1218	37930	39859
1219	37959	39825
1220	37990	39795
1221	38021	39764
1222	38052	39732
1223	38081	39698
1224	38112	39667
1225	38141	39635
1226	38173	39604
1227	38201	39570
1228	38231	39538
1229	38262	39507
1230	38294	39476
1231	38323	39443
1232	38351	39408
1233	38380	39375
1234	38406	39339
1235	38433	39303
1236	38463	39272
1237	38495	39242
1238	38527	39211
1239	38555	39177
1240	38585	39145
1241	38614	39111
1242	38642	39077
1243	38672	39045
1244	38701	39012
1245	38732	38981
1246	38761	38947
1247	38787	38911
1248	38817	38879
1249	38848	38848
1250	38877	38815
1251	38905	38781
1252	38933	38746
1253	38963	38714
1254	38992	38681
1255	39024	38651
1256	39052	38617
1257	39086	38589
1258	39113	38554
1259	39143	38522
1260	39175	38492
1261	39203	38458
1262	39238	38430
1263	39269	38399
1264	39297	38365
1265	39327	38333
1266	39357	38300
1267	39385	38267
1268	39417	38236
1269	39446	38203
1270	39474	38169
1271	39503	38136
1272	39534	38106
1273	39562	38071
1274	39590	38037
1275	39617	38002
1276	39643	37966
1277	39670	37931
1278	39701	37901
1279	39733	37871
1280	39763	37839
1281	39793	37807
1282	39821	37773
1283	39854	37743
1284	39885	37712
1285	39914	37679
1286	39945	37648
1287	39975	37616
1288	40008	37587
1289	40038	37555
1290	40065	37520
1291	40091	37484
1292	40139	37469
1293	40170	37438
1294	40200	37406
1295	40231	37375
1296	40260	37342
1297	40292	37312
1298	40323	37281
1299	40352	37248
1300	40379	37214
1301	40408	37180
1302	40435	37146
1303	40462	37111
1304	40490	37077
1305	40518	37043
1306	40545	37009
1307	40571	36973
1308	40602	36942
1309	40633	36911
1310	40666	36882
1311	40695	36849
1312	40725	36816
1313	40752	36782
1314	40779	36747
1315	40811	36718
1316	40840	36684
1317	40867	36650
1318	40898	36619
1319	40928	36587
1320	40961	36558
1321	40990	36525
1322	41018	36491
1323	41047	36459
1324	41076	36426
1325	41108	36395
1326	41137	36363
1327	41165	36330
1328	41198	36300
1329	41224	36265
1330	41251	36231
1331	41286	36203
1332	41316	36171
1333	41346	36139
1334	41376	36107
1335	41408	36077
1336	41434	36042
1337	41473	36018
1338	41502	35985
1339	41543	35963
1340	41571	35929
1341	41602	35898
1342	41632	35866
1343	41669	35840
1344	41697	35807
1345	41724	35772
1346	41753	35740
1347	41781	35706
1348	41813	35676
1349	41838	35639
1350	41867	35607
1351	41893	35572
1352	41923	35540
1353	41957	35511
1354	41989	35482
1355	42017	35448
1356	42045	35415
1357	42074	35382
1358	42102	35348
1359	42129	35314
1360	42154	35278
1361	42184	35247
1362	42213	35213
1363	42240	35179
1364	42270	35147
1365	42302	35117
1366	42332	35086
1367	42362	35054
1368	42392	35022
1369	42421	34989
1370	42451	34958
1371	42479	34924
1372	42510	34893
1373	42538	34860
1374	42568	34828
1375	42602	34800
1376	42632	34768
1377	42659	34734
1378	42686	34700
1379	42718	34669
1380	42750	34640
1381	42777	34606
1382	42803	34570
1383	42829	34535
1384	42860	34504
1385	42890	34473
1386	42925	34445
1387	42955	34413
1388	42986	34383
1389	43014	34349
1390	43043	34317
1391	43073	34285
1392	43101	34252
1393	43125	34216
1394	43157	34185
1395	43186	34153
1396	43215	34120
1397	43244	34088
1398	43288	34067
1399	43319	34036
1400	43360	34013
1401	43390	33982
1402	43423	33952
1403	43449	33917
1404	43479	33886
1405	43511	33855
1406	43541	33824
1407	43573	33794
1408	43603	33762
1409	43634	33731
1410	43662	33698
1411	43693	33667
1412	43723	33635
1413	43752	33603
1414	43794	33580
1415	43823	33548
1416	43854	33517
1417	43884	33485
1418	43915	33454
1419	43947	33424
1420	43977	33392
1421	44004	33359
1422	44036	33329
1423	44064	33295
1424	44093	33263
1425	44125	33233
1426	44155	33201
1427	44187	33171
1428	44216	33139
1429	44245	33106
1430	44277	33076
1431	44309	33046
1432	44339	33015
1433	44366	32981
1434	44396	32948
1435	44440	32928
1436	44470	32896
1437	44500	32865
1438	44530	32832
1439	44559	32800
1440	44588	32768
1441	44620	32737
1442	44651	32707
1443	44680	32675
1444	44709	32642
1445	44739	32610
1446	44767	32577
1447	44797	32546
1448	44830	32516
1449	44861	32486
1450	44895	32457
1451	44923	32424
1452	44969	32403
1453	45002	32374
1454	45037	32346
1455	45070	32317
1456	45106	32289
1457	45143	32263
1458	45181	32236
1459	45212	32205
1460	45245	32176
1461	45278	32147
1462	45308	32115
1463	45337	32082
1464	45366	32051
1465	45400	32022
1466	45435	31993
1467	45471	31965
1468	45509	31940
1469	45545	31912
1470	45582	31886
1471	45619	31859
1472	45651	31829
1473	45680	31796
1474	45718	31770
1475	45755	31743
1476	45796	31719
1477	45829	31689
1478	45860	31658
1479	45894	31630
1480	45926	31599
1481	45957	31568
1482	45987	31536
1483	46014	31503
1484	46050	31475
1485	46081	31444
1486	46117	31417
1487	46157	31392
1488	46191	31363
1489	46221	31331
1490	46255	31302
1491	46286	31270
1492	46318	31240
1493	46346	31207
1494	46371	31172
1495	46399	31140
1496	46428	31107
1497	46457	31075
1498	46500	31051
1499	46536	31024
1500	46571	30996
1501	46610	30969
1502	46643	30940
1503	46673	30908
1504	46700	30875
1505	46730	30843
1506	46760	30811
1507	46798	30785
1508	46826	30752
1509	46860	30723
1510	46887	30689
1511	46917	30657
1512	46945	30624
1513	46971	30590
1514	47000	30558
1515	47028	30525
1516	47057	30493
1517	47091	30463
1518	47119	30430
1519	47151	30400
1520	47180	30368
1521	47211	30336
1522	47240	30304
1523	47267	30270
1524	47298	30240
1525	47327	30207
1526	47354	30174
1527	47381	30140
1528	47409	30107
1529	47442	30077
1530	47473	30047
1531	47504	30015
1532	47533	29983
1533	47565	29953
1534	47593	29920
1535	47622	29888
1536	47651	29855
1537	47685	29826
1538	47715	29794
1539	47746	29763
1540	47779	29734
1541	47812	29704
1542	47841	29672
1543	47874	29642
1544	47905	29611
1545	47938	29581
1546	47973	29553
1547	48000	29519
1548	48032	29489
1549	48059	29455
1550	48091	29425
1551	48122	29394
1552	48148	29360
1553	48175	29327
1554	48206	29295
1555	48245	29269
1556	48273	29237
1557	48301	29204
1558	48333	29173
1559	48362	29141
1560	48391	29109
1561	48439	29088
1562	48474	29059
1563	48505	29028
1564	48534	28996
1565	48566	28966
1566	48596	28934
1567	48621	28900
1568	48651	28868
1569	48680	28836
1570	48712	28805
1571	48739	28772
1572	48799	28758
1573	48825	28724
1574	48858	28694
1575	48887	28662
1576	48915	28629
1577	48943	28596
1578	48972	28564
1579	49003	28533
1580	49033	28502
1581	49060	28468
1582	49090	28437
1583	49118	28404
1584	49147	28372
1585	49175	28339
1586	49207	28308
1587	49235	28276
1588	49263	28243
1589	49294	28212
1590	49331	28185
1591	49360	28152
1592	49394	28123
1593	49425	28092
1594	49455	28060
1595	49484	28028
1596	49512	27996
1597	49543	27965
1598	49571	27932
1599	49601	27900
1600	49630	27868
1601	49660	27836
1602	49687	27804
1603	49720	27774
1604	49750	27742
1605	49781	27711
1606	49811	27679
1607	49840	27647
1608	49869	27615
1609	49898	27583
1610	49928	27552
1611	49960	27521
1612	49989	27489
1613	50022	27459
1614	50049	27426
1615	50076	27393
1616	50105	27361
1617	50135	27329
1618	50163	27297
1619	50191	27264
1620	50217	27230
1621	50245	27198
1622	50279	27168
1623	50307	27136
1624	50340	27106
1625	50370	27074
1626	50405	27046
1627	50436	27014
1628	50466	26983
1629	50497	26952
1630	50524	26919
1631	50552	26887
1632	50582	26855
1633	50616	26826
1634	50643	26793
1635	50672	26760
1636	50702	26729
1637	50730	26696
1638	50760	26665
1639	50790	26634
1640	50821	26603
1641	50848	26570
1642	50881	26540
1643	50912	26509
1644	50941	26477
1645	50971	26445
1646	51004	26416
1647	51036	26385
1648	51067	26354
1649	51095	26322
1650	51124	26289
1651	51189	26276
1652	51219	26244
1653	51252	26215
1654	51282	26183
1655	51311	26151
1656	51342	26120
1657	51374	26089
1658	51402	26057
1659	51430	26024
1660	51462	25994
1661	51491	25962
1662	51518	25929
1663	51552	25900
1664	51582	25868
1665	51612	25837
